City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
346,Charyshskoye,RU,51.3978,83.5598,55.26,35,98,3.53,overcast clouds
347,Adana,TR,36.985,35.2881,55.42,94,20,2.3,mist
348,Khartoum,SD,15.5518,32.5324,86.54,10,100,8.9,overcast clouds
349,Hernani,ES,43.2662,-1.9762,57.61,86,0,4.61,light rain
350,Kruisfontein,ZA,-34.0033,24.7314,51.48,79,5,4.7,clear sky
351,Yar-Sale,RU,66.8333,70.8333,35.62,100,100,15.41,overcast clouds
352,Los Llanos De Aridane,ES,28.6585,-17.9182,58.75,67,20,11.5,few clouds
353,Bilibino,RU,68.0546,166.4372,32.31,79,100,3.36,overcast clouds
354,Umea,SE,63.8284,20.2597,26.91,68,0,8.05,clear sky
355,Mainpuri,IN,27.2333,79.0167,102.7,8,0,2.13,clear sky
356,Lima,PE,-12.0432,-77.0282,66.9,80,100,7.47,overcast clouds
357,Bambous Virieux,MU,-20.3428,57.7575,74.21,77,26,8.75,light rain
358,Mopipi,BW,-21.1833,24.8833,68.47,67,78,12.08,broken clouds
359,Muskogee,US,35.5834,-95.3336,54.34,63,0,3.44,clear sky
360,San Patricio,US,28.017,-97.5169,73.89,86,13,7.09,few clouds
361,Dicabisagan,PH,17.0818,122.4157,87.39,65,12,8.37,few clouds
362,Betera,ES,39.5833,-0.45,58.87,79,0,4.61,clear sky
363,Kholtoson,RU,50.2981,103.3097,46.4,19,11,6.02,few clouds
364,Porto Torres,IT,40.835,8.3972,48.38,68,11,4.45,few clouds
365,Hobyo,SO,5.3505,48.5268,83.79,67,98,7.65,overcast clouds
366,Sur,OM,22.5667,59.5289,91.22,37,93,6.71,overcast clouds
367,Aykhal,RU,66.0,111.5,24.98,78,97,4.41,overcast clouds
368,La Orilla,MX,17.9833,-102.2333,75.04,70,2,2.91,clear sky
369,Coihaique,CL,-45.5752,-72.0662,31.95,86,75,3.44,broken clouds
370,Perry,US,37.2506,-83.1999,47.12,82,1,2.33,clear sky
371,Yongan,CN,39.6957,113.6871,40.5,61,100,8.08,moderate rain
372,Great Yarmouth,GB,52.6083,1.7305,46.65,78,86,10.96,overcast clouds
373,Meulaboh,ID,4.1363,96.1285,84.2,66,99,2.13,overcast clouds
374,Nyurba,RU,63.2842,118.3319,33.49,70,65,3.49,light snow
375,Kununurra,AU,-15.7667,128.7333,94.98,34,40,8.05,scattered clouds
376,Chama,CH,47.1821,8.4636,42.37,100,75,0.0,broken clouds
377,Ostrovnoy,RU,68.0531,39.5131,18.7,86,76,27.29,light snow
378,Dunedin,NZ,-45.8742,170.5036,53.8,82,88,3.06,overcast clouds
379,Netanya,IL,32.3329,34.8599,63.05,76,91,2.13,overcast clouds
380,Xining,CN,36.6167,101.7667,46.85,62,100,11.95,light rain
381,Port Hawkesbury,CA,45.6169,-61.3485,43.92,86,100,1.01,overcast clouds
382,Zabol,AF,32.25,67.25,73.13,13,54,1.05,broken clouds
383,Chiredzi,ZW,-21.05,31.6667,64.99,82,100,6.44,overcast clouds
384,Port-Gentil,GA,-0.7193,8.7815,78.13,88,100,8.95,heavy intensity rain
385,Iqaluit,CA,63.7506,-68.5145,-16.56,93,33,3.85,scattered clouds
386,Mareeba,AU,-17.0,145.4333,84.43,66,56,5.01,broken clouds
387,Shalinskoye,RU,55.7228,93.7594,41.23,81,100,9.86,overcast clouds
388,Walvis Bay,NA,-22.9575,14.5053,59.09,58,4,4.63,clear sky
389,Mandurah,AU,-32.55,115.7,68.92,62,12,14.54,few clouds
390,Port Moresby,PG,-9.4431,147.1797,84.27,70,87,6.06,overcast clouds
391,Fort Nelson,CA,58.8053,-122.7002,33.33,98,98,4.0,overcast clouds
392,Akyab,MM,20.15,92.9,87.17,65,42,9.13,scattered clouds
393,Ballina,AU,-28.8667,153.5667,75.02,81,53,7.92,broken clouds
394,Halifax,CA,44.6453,-63.5724,43.68,91,100,5.01,overcast clouds
395,Soyo,AO,-6.1349,12.3689,76.55,91,100,7.23,moderate rain
396,Sinnamary,GF,5.3833,-52.95,77.83,89,100,6.29,overcast clouds
397,Vyartsilya,RU,62.1764,30.693,27.86,86,100,2.93,overcast clouds
398,Washougal,US,45.5826,-122.3534,49.89,87,75,3.44,broken clouds
399,Iquique,CL,-20.2208,-70.1431,62.64,78,97,3.2,overcast clouds
400,Burns Lake,CA,54.2331,-125.7533,33.53,91,100,1.39,overcast clouds
401,Durban,ZA,-29.8579,31.0292,62.02,70,0,4.0,clear sky
402,Villamontes,BO,-21.25,-63.5,72.99,83,50,4.61,scattered clouds
403,Chaozhou,CN,23.6651,116.6379,87.66,49,11,6.58,few clouds
404,Manggar,ID,-2.8833,108.2667,88.65,60,72,4.25,light rain
405,Wittingen,DE,52.7269,10.7361,47.16,97,100,3.6,overcast clouds
406,Coquimbo,CL,-29.9533,-71.3436,58.73,82,0,3.44,clear sky
407,Zambezi,ZM,-13.5432,23.1047,60.76,80,96,5.59,overcast clouds
408,Sola,VU,-13.8833,167.55,80.49,78,93,16.02,overcast clouds
409,Shitkino,RU,56.3703,98.3543,38.26,54,98,8.63,overcast clouds
410,Kanashevo,RU,55.2169,62.0634,63.16,50,31,17.27,scattered clouds
411,Abha,SA,18.2164,42.5053,57.45,55,0,0.0,clear sky
412,Deputatskiy,RU,69.3,139.9,15.51,82,100,3.47,overcast clouds
413,Naifaru,MV,5.4444,73.3657,84.67,69,44,1.83,scattered clouds
414,Necochea,AR,-38.5473,-58.7368,63.0,94,100,8.55,heavy intensity rain
415,Moerai,PF,-22.4333,-151.3333,80.06,80,90,14.12,overcast clouds
416,Piacabucu,BR,-10.4056,-36.4344,76.12,80,19,5.3,few clouds
417,Clyde River,CA,70.4692,-68.5914,-5.57,84,75,10.36,light snow
418,Mount Pleasant,US,32.7941,-79.8626,69.98,92,0,5.75,clear sky
419,Teguise,ES,29.0605,-13.564,59.22,72,40,5.75,scattered clouds
420,Lenoir City,US,35.7973,-84.256,52.29,79,2,1.99,clear sky
421,Puri,IN,19.8,85.85,90.12,74,5,16.2,clear sky
422,Vuktyl,RU,63.8567,57.3094,35.6,87,100,10.18,overcast clouds
423,Salmas,IR,38.1973,44.7653,56.34,67,99,2.39,overcast clouds
424,Gurupa,BR,-1.405,-51.64,73.29,99,100,2.66,overcast clouds
425,Hofn,IS,64.2539,-15.2082,42.58,73,71,5.37,broken clouds
426,Samagaltay,RU,50.6022,95.0047,42.67,35,63,3.47,broken clouds
427,Harrogate,GB,53.9908,-1.5373,41.65,89,75,4.61,broken clouds
428,Nacala,MZ,-14.5428,40.6728,72.7,97,83,8.86,broken clouds
429,Saint-Georges,GD,12.0564,-61.7485,77.74,86,88,8.99,overcast clouds
430,Rocha,UY,-34.4833,-54.3333,70.07,92,96,17.18,overcast clouds
431,Awjilah,LY,29.1081,21.2869,71.87,22,90,14.99,overcast clouds
432,Djambala,CG,-2.5447,14.7533,67.8,93,100,3.74,overcast clouds
433,Ginda,IN,30.6945,78.4932,78.13,16,0,6.02,clear sky
434,Nesna,NO,66.1967,13.0213,30.42,59,100,9.73,light snow
435,Viedma,AR,-40.8135,-62.9967,57.4,34,100,18.54,overcast clouds
436,Port Hardy,CA,50.6996,-127.4199,41.79,86,93,5.21,light rain
437,Chipiona,ES,36.7366,-6.437,58.3,100,0,0.0,clear sky
438,Camacha,PT,33.0833,-16.3333,58.42,82,40,9.22,scattered clouds
439,Lulea,SE,65.5842,22.1547,24.87,63,0,4.61,clear sky
440,Uvira,CD,-3.4067,29.1458,70.43,89,100,4.65,light rain
441,Belawan,ID,3.7755,98.6832,86.29,70,83,4.79,broken clouds
442,Strijen,NL,51.7452,4.5508,46.99,87,6,1.01,clear sky
443,Calatayud,ES,41.3535,-1.6432,56.23,74,100,4.88,overcast clouds
444,Constantine,DZ,36.365,6.6147,54.81,87,0,4.61,clear sky
445,Gravdal,NO,68.1214,13.5031,26.49,86,40,8.05,light snow
446,Odweyne,SO,9.4092,45.064,75.7,62,89,9.06,light rain
447,Oneida,US,43.2001,-75.4663,46.74,72,100,6.91,overcast clouds
448,Unai,BR,-16.3575,-46.9061,67.41,71,0,1.03,clear sky
449,Kawalu,ID,-7.3817,108.2082,84.83,70,100,2.24,overcast clouds
450,Peniche,PT,39.3558,-9.3811,56.28,95,0,5.37,clear sky
451,Antalaha,MG,-14.9003,50.2788,73.9,80,92,4.29,overcast clouds
452,Miandrivazo,MG,-19.5167,45.4667,74.41,89,54,1.66,broken clouds
453,Da Lat,VN,11.9465,108.4419,82.69,39,20,1.25,few clouds
454,Osa,RU,57.2829,55.4567,57.85,84,63,13.96,broken clouds
455,Tocopilla,CL,-22.092,-70.1979,65.66,71,91,7.47,overcast clouds
456,Marsh Harbour,BS,26.5412,-77.0636,73.83,73,0,10.89,clear sky
457,Rongcheng,CN,30.634,117.8517,71.44,73,99,8.12,overcast clouds
458,San Quintin,MX,30.4833,-115.95,60.69,85,84,10.96,broken clouds
459,Luderitz,NA,-26.6481,15.1594,63.05,52,0,7.61,clear sky
460,Skibbereen,IE,51.55,-9.2667,51.12,90,10,11.92,clear sky
461,Tiarei,PF,-17.5333,-149.3333,84.22,75,21,20.69,few clouds
462,Richards Bay,ZA,-28.783,32.0377,60.53,76,19,9.4,few clouds
463,Shakawe,BW,-18.3667,21.85,66.25,51,78,3.83,broken clouds
464,Eyl,SO,7.9803,49.8164,81.88,73,95,5.64,overcast clouds
465,Tiznit,MA,29.5833,-9.5,53.87,89,15,1.92,few clouds
466,Sungaipenuh,ID,-2.0833,101.3833,81.61,52,82,2.51,broken clouds
467,Makokou,GA,0.5738,12.8642,67.55,99,100,3.69,overcast clouds
468,Waipawa,NZ,-41.4122,175.5153,54.16,74,52,10.04,broken clouds
469,Moron,AR,-34.6534,-58.6198,76.89,89,80,7.52,broken clouds
470,Nemuro,JP,43.3236,145.575,49.37,64,100,17.05,overcast clouds
471,Ahipara,NZ,-35.1667,173.1667,66.15,59,36,8.93,scattered clouds
472,Aswan,EG,24.0934,32.907,78.42,28,31,7.23,scattered clouds
473,Nome,US,64.5011,-165.4064,37.17,80,0,8.05,clear sky
474,Tikhvin,RU,59.6451,33.5294,33.22,81,87,7.81,overcast clouds
475,Mildura,AU,-34.2,142.15,66.16,77,100,4.61,overcast clouds
476,Mnogovershinnyy,RU,53.9353,139.9242,25.63,95,100,17.54,snow
477,Narsaq,GL,60.9167,-46.05,39.42,86,100,4.36,overcast clouds
478,Mao,ES,39.8885,4.2658,54.16,94,0,8.05,clear sky
479,Atar,MR,20.5169,-13.0499,68.95,40,0,11.32,clear sky
480,Bata,GQ,1.8639,9.7658,77.09,88,100,5.88,overcast clouds
481,Faya,SA,18.3851,42.4509,57.72,46,0,3.49,clear sky
482,Panama City,PA,8.9936,-79.5197,79.18,84,40,5.75,scattered clouds
483,La Peca,PE,-5.6111,-78.435,67.89,86,31,3.15,light rain
484,Indramayu,ID,-6.3264,108.32,84.15,72,100,2.53,overcast clouds
485,Kokopo,PG,-4.352,152.2633,83.91,69,24,5.75,light rain
486,Lorengau,PG,-2.0226,147.2712,83.12,80,95,8.14,overcast clouds
487,Camalu,MX,30.85,-116.0667,60.33,83,99,6.89,overcast clouds
488,Poltavka,RU,54.3663,71.7632,60.55,34,11,9.04,few clouds
489,Esperantina,BR,-3.9017,-42.2336,73.22,88,90,1.52,overcast clouds
490,Naze,JP,28.3667,129.4833,74.32,78,100,15.08,overcast clouds
491,Tars,TR,36.9188,34.8784,55.27,61,30,2.59,scattered clouds
492,Ponta Delgada,PT,37.7333,-25.6667,66.51,88,75,11.5,broken clouds
493,Jiayuguan,CN,39.8167,98.3,57.69,27,37,18.07,scattered clouds
494,Takoradi,GH,4.8845,-1.7554,79.34,88,100,8.01,overcast clouds
495,Vostok,RU,46.4856,135.8833,33.44,92,100,18.7,snow
496,Boa Vista,BR,2.8197,-60.6733,78.78,89,75,3.44,broken clouds
497,Altay,CN,47.8667,88.1167,45.57,62,89,4.27,overcast clouds
498,Jardim,BR,-21.4803,-56.1381,79.27,57,83,8.19,broken clouds
499,Garowe,SO,8.4054,48.4845,76.01,76,60,7.56,broken clouds
500,Bowen,AU,-20.0167,148.2333,79.97,71,29,15.3,scattered clouds
501,Arman,RU,59.7,150.1667,37.02,53,40,3.98,scattered clouds
502,Dovolnoye,RU,54.4958,79.6671,54.7,34,8,4.03,clear sky
503,Uri,IN,34.0833,74.0333,75.16,41,6,4.34,clear sky
504,North Bend,US,43.4065,-124.2243,50.86,88,40,4.61,scattered clouds
505,Novodugino,RU,55.6305,34.2842,38.82,90,55,7.9,broken clouds
506,Kpandae,GH,8.4689,-0.0113,79.86,76,84,9.75,broken clouds
507,Praia Da Vitoria,PT,38.7333,-27.0667,63.75,94,73,21.3,broken clouds
508,Paamiut,GL,61.994,-49.6678,34.36,97,100,29.08,light snow
509,Chumikan,RU,54.7183,135.315,33.12,77,100,7.94,overcast clouds
510,Svetlaya,RU,46.5389,138.3297,47.97,53,67,16.62,broken clouds
511,Voskresenskoye,RU,56.8381,45.4317,50.14,82,65,5.73,broken clouds
512,Port Lincoln,AU,-34.7333,135.8667,68.2,68,73,9.04,broken clouds
513,Cabo Rojo,PR,18.0866,-67.1457,75.97,83,39,9.86,scattered clouds
514,Faanui,PF,-16.4833,-151.75,82.9,66,54,19.6,broken clouds
515,Demba,CD,-5.51,22.2667,68.13,99,100,1.61,overcast clouds
516,Maxixe,MZ,-23.8597,35.3472,67.62,72,0,9.31,clear sky
517,Valkeala,FI,60.9401,26.7979,28.31,63,0,5.75,clear sky
518,Dhilwan,IN,31.5169,75.35,97.83,12,0,3.18,clear sky
519,Kota Tinggi,MY,1.7381,103.8999,87.84,67,75,4.12,broken clouds
520,Marsa Matruh,EG,31.3525,27.2453,62.53,65,0,2.17,clear sky
521,Chicama,PE,-7.8447,-79.1469,61.34,87,63,4.83,broken clouds
522,Falam,MM,22.9167,93.6833,88.61,12,0,2.04,clear sky
523,Yumen,CN,40.2833,97.2,60.4,29,46,18.86,scattered clouds
524,Svetlyy,RU,54.675,20.1347,44.65,81,94,7.76,overcast clouds
525,Moose Factory,CA,51.2585,-80.6094,16.84,85,100,11.9,overcast clouds
526,Miles City,US,46.4083,-105.8406,50.97,57,100,17.27,overcast clouds
527,Oktyabrskoye,RU,43.0645,44.7417,57.34,88,85,0.0,overcast clouds
528,Taltal,CL,-25.4,-70.4833,61.79,84,98,2.57,overcast clouds
529,Bouake,CI,7.6895,-5.0218,73.29,82,97,7.07,overcast clouds
530,Karpathos,GR,35.507,27.2132,60.76,94,2,13.8,clear sky
531,Saint-Denis,FR,48.9167,2.3333,45.14,83,0,9.22,clear sky
532,Vardo,NO,70.3705,31.1107,21.72,67,100,31.12,light snow
533,Bethanien,NA,-26.502,17.1583,57.7,37,0,4.07,clear sky
534,Churapcha,RU,62.0025,132.4325,30.27,63,97,3.69,overcast clouds
535,Muisne,EC,0.6,-80.0333,77.02,87,96,7.47,overcast clouds
536,Tulum,MX,20.2167,-87.4667,73.44,92,38,6.22,scattered clouds
537,Palmeiras De Goias,BR,-16.805,-49.9258,68.29,64,29,4.79,scattered clouds
538,Myrtle Beach,US,33.6891,-78.8867,67.33,92,0,3.44,clear sky
539,Mumbwa,ZM,-14.9783,27.0619,62.15,86,46,7.47,scattered clouds
540,Alihe,CN,50.5667,123.7167,45.27,29,95,10.02,overcast clouds
541,Vanavara,RU,60.34,102.2797,38.32,57,54,10.25,light rain
542,Alice Springs,AU,-23.7,133.8833,85.55,23,81,1.14,broken clouds
543,Comodoro Rivadavia,AR,-45.8667,-67.5,40.86,56,0,10.36,clear sky
544,Cabo San Lucas,MX,22.8909,-109.9124,78.1,68,0,11.54,clear sky
545,Kenai,US,60.5544,-151.2583,54.03,49,0,10.36,clear sky
546,Ciudad Bolivar,VE,8.1222,-63.5497,76.73,87,100,6.98,overcast clouds
547,Ko Samui,TH,9.5357,99.9357,91.31,70,20,5.75,few clouds
548,Vershino-Shakhtaminskiy,RU,51.3012,117.8868,38.21,22,16,12.01,few clouds
549,Verkhnyaya Inta,RU,65.9811,60.3094,34.9,97,100,20.38,overcast clouds
550,Sabha,LY,27.0377,14.4283,75.4,11,100,11.77,overcast clouds
551,Bonwapitse,BW,-23.0766,26.7037,59.23,93,5,10.92,clear sky
552,Suda,RU,59.1525,37.5582,37.51,76,100,8.28,overcast clouds
553,Road Town,VG,18.4167,-64.6167,75.29,63,73,14.74,broken clouds
554,Leningradskiy,RU,69.3833,178.4167,21.88,90,88,12.88,overcast clouds
555,Betanzos,ES,43.2804,-8.2147,56.05,85,0,6.91,clear sky
556,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.31,89,2,11.1,clear sky
557,Rosetown,CA,51.5501,-108.0014,39.65,60,100,21.5,overcast clouds
558,Ulladulla,AU,-35.35,150.4667,67.77,71,95,5.95,moderate rain
559,Loudi,CN,27.7344,111.9944,77.56,72,99,1.52,overcast clouds
560,Lubango,AO,-14.9172,13.4925,59.05,66,4,2.48,clear sky
561,Muhoroni,KE,-0.1541,35.1988,63.46,96,100,2.75,overcast clouds
562,Uberaba,BR,-19.7483,-47.9319,67.48,70,15,7.07,few clouds
563,Bima,ID,-8.4667,118.7167,88.66,51,100,2.44,overcast clouds
564,Calvia,ES,39.5657,2.5062,57.07,58,99,2.91,overcast clouds
565,Abu Dhabi,AE,24.4667,54.3667,86.02,68,0,4.61,clear sky
566,Mitu,CO,1.1983,-70.1733,71.62,94,98,1.41,overcast clouds
567,Longjiang,CN,47.3303,123.1836,52.88,20,59,12.26,broken clouds
568,Awbari,LY,26.5921,12.7805,72.03,13,100,4.52,overcast clouds
569,Carlsbad,US,33.1581,-117.3506,64.9,88,20,6.91,haze
570,Ayr,GB,55.4627,-4.6339,43.5,93,20,6.91,few clouds
571,Lebanon,US,36.2081,-86.2911,51.13,81,0,5.5,clear sky
572,Ankpa,NG,7.3706,7.6253,74.25,89,80,8.46,broken clouds
573,Hamilton,US,39.1834,-84.5333,47.03,73,0,5.75,clear sky
574,Salamiyah,SY,35.0113,37.0532,68.04,38,1,2.77,clear sky
575,Dongsheng,CN,39.8161,109.9776,50.67,44,100,7.63,overcast clouds
576,Vila,PT,42.0304,-8.1588,43.68,94,6,3.33,clear sky
577,Firminopolis,BR,-16.5819,-50.305,67.3,62,14,3.0,few clouds
578,Oum Hadjer,TD,13.2954,19.6966,88.23,28,88,7.02,overcast clouds
579,Uthal,PK,25.8072,66.6219,88.02,51,0,2.04,clear sky
580,Port Blair,IN,11.6667,92.75,85.08,72,100,6.22,overcast clouds
581,Jinchang,CN,38.4953,102.1739,46.8,57,100,6.96,overcast clouds
582,Kalemie,CD,-5.9475,29.1947,68.5,91,100,5.44,light rain
583,Honiara,SB,-9.4333,159.95,85.51,69,88,3.6,overcast clouds
584,Valdivia,CL,-39.8142,-73.2459,46.36,91,100,8.68,overcast clouds
585,Dubbo,AU,-32.25,148.6167,60.93,94,100,12.66,overcast clouds
586,Sedalia,US,38.7045,-93.2283,49.42,57,0,7.0,clear sky
587,Ardmore,US,34.1743,-97.1436,58.24,69,0,0.0,clear sky
588,Amarante Do Maranhao,BR,-5.5667,-46.7422,70.95,93,98,2.42,overcast clouds
589,Marau,BR,-28.4492,-52.2,68.54,85,1,6.89,clear sky
590,Kutum,SD,14.2,24.6667,75.61,27,90,5.91,overcast clouds
591,Santa Cruz,BO,-17.8,-63.1667,78.26,83,20,14.97,few clouds
592,Ariquemes,BR,-9.9133,-63.0408,76.93,84,100,1.07,overcast clouds
593,Ambulu,ID,-8.345,113.6058,86.92,63,100,3.47,overcast clouds
594,Visnes,NO,59.3556,5.2242,42.85,75,54,13.8,broken clouds
595,Voznesenye,RU,61.0106,35.4781,27.32,84,99,11.07,overcast clouds
596,Cabedelo,BR,-6.9811,-34.8339,75.87,81,10,11.41,clear sky
597,Miri,MY,4.4148,114.0089,80.8,84,100,10.02,overcast clouds
598,Ixtapa,MX,20.7,-105.2,72.63,83,0,0.0,clear sky
599,Acapulco,MX,16.8634,-99.8901,80.42,78,75,2.3,broken clouds
600,Tual,ID,-5.6667,132.75,84.16,72,76,5.66,broken clouds
601,Savelugu,GH,9.6244,-0.8253,86.86,51,96,12.12,overcast clouds
602,Bintulu,MY,3.1667,113.0333,75.38,95,100,3.89,overcast clouds
603,Lac Du Bonnet,CA,50.2536,-96.0612,22.98,94,10,4.72,clear sky
604,Roebourne,AU,-20.7833,117.1333,84.18,50,100,11.14,overcast clouds
605,Bonavista,CA,48.6499,-53.1147,34.38,92,97,2.68,overcast clouds
606,Rio Claro,BR,-22.4114,-47.5614,65.84,78,9,2.98,clear sky
607,Skjervoy,NO,70.0311,20.9714,21.2,78,100,19.13,light snow
608,Umiray,PH,15.2206,121.4111,85.21,73,32,8.88,scattered clouds
609,Tete,MZ,-16.1564,33.5867,73.49,94,40,3.44,scattered clouds
610,Newport,GB,51.5877,-2.9984,46.09,75,66,10.98,broken clouds
611,Coahuayana,MX,18.7333,-103.6833,71.22,82,2,2.24,clear sky
612,Gigmoto,PH,13.7796,124.39,84.61,79,99,12.17,heavy intensity rain
613,Effingham,US,32.3669,-81.3332,69.75,90,100,4.5,overcast clouds
614,Touros,BR,-5.1989,-35.4608,75.58,87,7,10.13,clear sky
615,Rawson,AR,-43.3002,-65.1023,50.0,33,59,20.07,broken clouds
616,Nizhniy Kuranakh,RU,58.8353,125.4869,36.73,56,100,4.83,light rain
617,Lamar,US,33.6668,-95.5836,57.11,77,0,4.61,clear sky
618,Rzhev,RU,56.2624,34.3282,39.02,88,35,7.05,scattered clouds
619,Concordia,AR,-31.393,-58.0209,77.79,89,100,10.0,light rain
620,Nelson Bay,AU,-32.7167,152.15,74.08,78,100,10.2,overcast clouds
621,Manoel Urbano,BR,-8.8389,-69.2597,73.94,94,84,1.5,broken clouds
622,Mayskiy,RU,47.6931,40.1025,54.81,69,97,6.17,overcast clouds
623,Bud,US,39.447,-86.1758,44.94,72,0,5.91,clear sky
624,Union City,US,37.5958,-122.0192,56.79,72,0,8.05,clear sky
625,Chiang Klang,TH,19.2938,100.8617,99.97,35,3,3.42,clear sky
626,Warri,NG,5.5167,5.75,76.77,92,100,4.29,overcast clouds
627,Montauban,FR,44.0833,1.5,49.35,80,63,4.45,broken clouds
628,Maunabo,PR,18.0072,-65.8993,76.84,76,56,8.43,broken clouds
629,Meridian,US,43.6121,-116.3915,54.45,65,0,11.5,clear sky
630,Motygino,RU,58.1831,94.7592,37.36,71,100,3.58,overcast clouds
631,Northam,GB,51.0333,-4.2167,44.62,81,54,8.95,broken clouds
632,Ngama,TD,11.7833,17.1667,89.08,36,65,7.18,broken clouds
633,Samur,RU,41.8253,48.486,62.8,60,60,9.75,broken clouds
634,Lagunas,PE,-5.2269,-75.6753,74.14,91,64,2.35,broken clouds
635,Cimarron Hills,US,38.8586,-104.6989,57.42,30,20,8.05,few clouds
636,Subottsi,UA,48.6554,32.5209,47.66,90,9,8.84,clear sky
637,Xichang,CN,27.8964,102.2634,77.56,42,6,4.27,clear sky
638,Vestmannaeyjar,IS,63.4427,-20.2734,45.43,78,99,3.91,overcast clouds
639,Sulphur,US,30.2366,-93.3774,66.18,72,0,8.05,clear sky
640,Katobu,ID,-4.9408,122.5276,82.9,76,100,3.44,overcast clouds
641,Iquitos,PE,-3.7481,-73.2472,77.04,94,75,4.61,broken clouds
642,Toamasina,MG,-18.1667,49.3833,72.41,88,5,5.08,clear sky
643,Ramanuj Ganj,IN,23.8,83.7,103.95,8,0,2.53,clear sky
644,Nevelsk,RU,46.6733,141.8633,33.76,98,100,10.07,snow
645,Girau Do Ponciano,BR,-9.8842,-36.8289,68.94,91,24,1.43,few clouds
646,Slanic-Moldova,RO,46.2,26.4333,46.06,95,64,1.48,broken clouds
647,Norrtalje,SE,59.758,18.705,36.01,62,68,5.91,broken clouds
648,Sandovo,RU,58.4602,36.4128,32.68,91,92,8.3,overcast clouds
649,Noshiro,JP,40.2039,140.0242,56.23,69,20,22.01,few clouds
650,Baruun-Urt,MN,46.6806,113.2792,47.35,12,6,12.91,clear sky
651,Ajdabiya,LY,30.7554,20.2263,69.53,24,35,18.03,scattered clouds
652,Flinders,AU,-34.5833,150.8552,68.18,91,100,8.01,moderate rain
653,Yangambi,CD,0.8102,24.4336,68.88,97,99,1.19,overcast clouds
654,Mazagao,BR,-0.115,-51.2894,77.05,97,100,2.91,overcast clouds
655,Brae,GB,60.3964,-1.353,39.87,67,92,4.25,overcast clouds
656,Bandarbeyla,SO,9.4942,50.8122,82.71,74,37,4.5,scattered clouds
657,Mogadishu,SO,2.0371,45.3438,83.41,72,95,8.57,overcast clouds
658,Magadan,RU,59.5667,150.8,36.54,55,30,2.66,scattered clouds
659,Dire Dawa,ET,9.5931,41.8661,74.39,57,47,3.69,scattered clouds
660,Lubin,PL,51.4009,16.2015,41.02,81,70,0.69,broken clouds
661,Plettenberg Bay,ZA,-34.0527,23.3716,55.2,75,0,3.87,clear sky
662,Chara,RU,56.9064,118.2631,33.39,44,57,7.0,broken clouds
663,Cap Malheureux,MU,-19.9842,57.6142,74.46,79,12,5.01,few clouds
664,Bac Lieu,VN,9.285,105.7244,90.46,51,66,3.27,broken clouds
665,Sisimiut,GL,66.9395,-53.6735,32.32,90,100,8.12,light snow
666,Pacific Grove,US,36.6177,-121.9166,55.02,80,100,13.0,overcast clouds
667,Cody,US,44.5263,-109.0565,54.25,37,0,7.0,clear sky
668,Kaniama,CD,-7.5667,24.1833,65.05,97,100,3.78,light rain
669,Verkh-Usugli,RU,52.7,115.1667,44.33,13,11,4.74,few clouds
670,Mombetsu,JP,44.3525,143.3525,50.02,66,75,19.57,broken clouds
671,Westfield,US,42.1251,-72.7495,54.32,97,100,0.0,moderate rain
672,Bijie,CN,27.3125,105.2942,68.38,70,85,6.55,overcast clouds
673,Sao Francisco Do Sul,BR,-26.2433,-48.6381,69.26,97,72,1.9,broken clouds
674,Nurota,UZ,40.5614,65.6886,70.21,33,79,15.68,broken clouds
675,Vidim,RU,56.4088,103.1106,34.81,73,100,11.72,light snow
676,Shenjiamen,CN,29.9576,122.298,60.31,82,100,12.37,overcast clouds
677,Ardesen,TR,41.1911,40.9875,59.34,69,3,2.17,clear sky
678,Aubagne,FR,43.2928,5.5707,52.34,70,12,3.94,few clouds
679,Tizimin,MX,21.15,-88.15,72.95,89,32,7.7,scattered clouds
680,San Antonio,US,29.4241,-98.4936,68.45,78,40,3.44,scattered clouds
681,Darhan,MN,49.4867,105.9228,47.34,17,10,3.89,clear sky
682,Booue,GA,-0.0921,11.9385,71.98,100,100,2.51,light rain
